Frame,ActiveState,Delta Time
1502,1,0.12872
1503,1,0.12484
1504,1,0.12232
1505,1,0.12316
1506,1,0.1224
1507,1,0.1242
1508,1,0.12288
1509,1,0.125
1510,1,0.1268
1511,1,0.12604
1512,1,0.12508
1513,1,0.12632
1514,1,0.13592
1515,1,0.12348
1516,1,0.1222
1517,1,0.122
1518,1,0.13796
1519,1,0.1232
1520,1,0.125
1521,1,0.1232
1522,1,0.1252
1523,1,0.12412
1524,1,0.12512
1525,1,0.12272
1526,1,0.126
1527,1,0.12564
1528,1,0.12316
1529,1,0.12348
1530,1,0.12468
1531,1,0.1244
1532,1,0.1252
1533,1,0.13904
1534,1,0.12584
1535,1,0.12232
1536,1,0.12404
1537,1,0.13548
1538,1,0.12604
1539,1,0.12468
1540,1,0.12408
1541,1,0.13892
1542,1,0.12544
1543,1,0.13784
1544,1,0.12352
1545,1,0.1256
1546,1,0.12248
1547,1,0.12256
1548,1,0.1236
1549,1,0.12464
1550,1,0.13644
1551,1,0.12188
1552,1,0.12372
1553,1,0.12204
1554,1,0.12252
1555,1,0.12332
1556,1,0.13948
1557,1,0.12488
1558,1,0.12568
1559,1,0.12608
1560,1,0.1274
1561,1,0.1256
1562,1,0.12288
1563,1,0.12624
1564,1,0.12272
1565,1,0.12348
1566,1,0.12472
1567,1,0.13824
1568,1,0.12328
1569,1,0.12248
1570,1,0.12068
1571,1,0.124
1572,1,0.12112
1573,1,0.12728
1574,1,0.12504
1575,1,0.12664
1576,1,0.12456
1577,1,0.12296
1578,1,0.1258
1579,1,0.12468
1580,1,0.13676
1581,1,0.12512
1582,1,0.12144
1583,1,0.1236
1584,1,0.12244
1585,1,0.12576
1586,1,0.12508
1587,1,0.125
1588,1,0.12408
1589,1,0.12708
1590,1,0.12356
1591,1,0.12464
1592,1,0.12216
1593,1,0.12448
1594,1,0.1236
1595,1,0.12628
1596,1,0.12284
1597,1,0.122
1598,1,0.12264
1599,1,0.12452
1600,1,0.13832
1601,1,0.12408
1602,1,0.12384
1603,1,0.12352
1604,1,0.12436
1605,1,0.12312
1606,1,0.12368
1607,1,0.12408
1608,1,0.1218
1609,1,0.12384
1610,1,0.125
1611,1,0.12504
1612,1,0.12304
1613,1,0.12304
1614,1,0.12604
1615,1,0.12308
1616,1,0.1442
1617,1,0.12416
1618,1,0.12364
1619,1,0.12312
1620,1,0.124
1621,1,0.12248
1622,1,0.12844
1623,1,0.12496
